userid,user,pageid,revid,parentid,ns,title,timestamp,top,comment,size,new,minor,texthidden,suppressed,commenthidden
717938,Braveheidi,15441015,201079486,201079330,0,Centre Robert Walser,2023-02-04T15:05:19Z,,ajout source,6490,,,,,
717938,Braveheidi,15441015,201079330,201079110,0,Centre Robert Walser,2023-02-04T15:00:48Z,,/* Déchiffrement des « Mikrogramme» */,6232,,,,,
717938,Braveheidi,15441015,201079110,201078925,0,Centre Robert Walser,2023-02-04T14:54:19Z,,/* Déchiffrement des « Mikrogramme» */ idem,6206,,,,,
717938,Braveheidi,15441015,201078925,201078726,0,Centre Robert Walser,2023-02-04T14:47:04Z,,/* Déchiffrement des « Mikrogramme» */ réécriture en cours,5922,,,,,
717938,Braveheidi,15441015,201078726,201078626,0,Centre Robert Walser,2023-02-04T14:40:27Z,,/* Éditions de l’œuvre de Walser. */ ajout nom auteurs + dates de publication,5271,,,,,
717938,Braveheidi,15441015,201078626,201078136,0,Centre Robert Walser,2023-02-04T14:36:01Z,,ajout sources,5199,,,,,
717938,Braveheidi,15441015,201078136,201077794,0,Centre Robert Walser,2023-02-04T14:18:29Z,,/* Éditions de l’œuvre de Walser. */,3981,,,,,
717938,Braveheidi,15441015,201077794,201077789,0,Centre Robert Walser,2023-02-04T14:03:27Z,,/* Histoire */,3773,,,,,
717938,Braveheidi,15441015,201077789,201075591,0,Centre Robert Walser,2023-02-04T14:03:06Z,,idem,3830,,,,,
717938,Braveheidi,15441015,201075591,201075073,0,Centre Robert Walser,2023-02-04T12:43:36Z,,"/* Histoire */ récupération sources, adaptation modèle bibliographique sur Wikipédia francophone",3625,,,,,
717938,Braveheidi,15441015,201075073,201074979,0,Centre Robert Walser,2023-02-04T12:24:17Z,,,3282,,,,,
717938,Braveheidi,15441015,201074979,201074787,0,Centre Robert Walser,2023-02-04T12:19:47Z,,wikification en cours,3148,,,,,
717938,Braveheidi,15441015,201074787,0,0,Centre Robert Walser,2023-02-04T12:10:09Z,,Créé en traduisant la page « [[:de:Special:Redirect/revision/229423319|Robert Walser-Zentrum]] »,4527,,,,,
717938,Braveheidi,4683645,201071048,201070536,4,Wikipédia:Requête aux administrateurs,2023-02-04T10:05:32Z,,/* Demande de blocage en faveur d'une analyse factuelle des RA */ nouvelle section,89544,,,,,
717938,Braveheidi,2005318,201069722,200946217,102,Projet:Psychologie/Café des psys,2023-02-04T09:04:36Z,,/* Demande d'avis pour article Waldau/ Service universitaire psychiatrique de Berne */ Réponse,59577,,,,,
717938,Braveheidi,15399414,201068615,201068292,4,Wikipédia:Le Bistro/3 février 2023,2023-02-04T07:48:04Z,,/* Polmars bloqué deux heures */ Réponse,30194,,,,,
717938,Braveheidi,4683645,201068538,201066395,4,Wikipédia:Requête aux administrateurs,2023-02-04T07:44:42Z,,/* Rappel des règles de savoir vivre */ demande de blocage en solidarité avec Polmars et pour une analyse factuelle des RA,85402,,,,,
717938,Braveheidi,112290,200989948,200989567,0,Robert Walser (écrivain),2023-02-01T16:36:22Z,,/* Bibliographie */ idem,18729,,,,,
717938,Braveheidi,112290,200989567,200939140,0,Robert Walser (écrivain),2023-02-01T16:23:50Z,,/* Bibliographie */ mise en forme bibliographie,18367,,,,,
717938,Braveheidi,112290,200939140,200938978,0,Robert Walser (écrivain),2023-01-30T23:40:30Z,,/* Liens externes */ retrait lien mort,17811,,,,,
717938,Braveheidi,112290,200938978,200938897,0,Robert Walser (écrivain),2023-01-30T23:35:20Z,,ajout de portails,17918,,,,,
717938,Braveheidi,112290,200938897,200938645,0,Robert Walser (écrivain),2023-01-30T23:32:33Z,,/* Écrivain */ retrait phrase pour cause de trop grande proximité avec la source (trop proche du copyvio) et source de faible qualité (recension hagiographique d'un livre biographique sur Walser).,17890,,,,,
717938,Braveheidi,112290,200938645,200938491,0,Robert Walser (écrivain),2023-01-30T23:22:25Z,,"/* Fin de vie */ on peut difficilement parler d'internement alors qu'il refuse de quitter la clinique en question et refuse même de se rendre au chevet de sa sœur sur son lit de mort. Par ailleurs, il paie lui-même ses frais d'hospitalisations jusqu'en 1936. Il est très vraisemblable qu'il ait préféré rester à la Waldau plutôt que d'être transféré à Herisau, mais on très loin d'une personne qui ait refusé son hospitalisation.",18151,,,,,
717938,Braveheidi,112290,200938491,200938448,0,Robert Walser (écrivain),2023-01-30T23:15:52Z,,"/* Écrivain */ non. Premiers symptômes de la schizophrénies plus probables. Si épisode dépressif, préciser quand et sourcer.",18281,,,,,
717938,Braveheidi,112290,200938448,200938266,0,Robert Walser (écrivain),2023-01-30T23:13:56Z,,/* Écrivain */,18366,,,,,
717938,Braveheidi,112290,200938266,200937638,0,Robert Walser (écrivain),2023-01-30T23:08:09Z,,/* Biographie */ ajout de contenu sourcé,18321,,,,,
717938,Braveheidi,112290,200937179,200937070,0,Robert Walser (écrivain),2023-01-30T22:32:15Z,,ajout source,17113,,,,,
717938,Braveheidi,112290,200937070,200936938,0,Robert Walser (écrivain),2023-01-30T22:29:03Z,,/* Biographie */ ajout,16658,,,,,
717938,Braveheidi,112290,200936938,200936807,0,Robert Walser (écrivain),2023-01-30T22:25:05Z,,/* Commentaires */ suppression TI. A remettre si des sources solides sont disponibles.,16612,,,,,
717938,Braveheidi,112290,200936807,200303260,0,Robert Walser (écrivain),2023-01-30T22:20:52Z,,/* Bibliographie */ ajout d'une référence,17900,,,,,
717938,Braveheidi,2005318,200931245,200931142,102,Projet:Psychologie/Café des psys,2023-01-30T19:04:39Z,,/* Demande d'avis pour article Waldau/ Service universitaire psychiatrique de Berne */,56400,,,,,
717938,Braveheidi,2005318,200931142,200901584,102,Projet:Psychologie/Café des psys,2023-01-30T19:01:03Z,,/* Demande d'avis pour article Waldau/ Service universitaire psychiatrique de Berne */ Réponse,56391,,,,,
717938,Braveheidi,12836212,200897086,200889035,3,Discussion utilisateur:Tambuccoriel,2023-01-29T17:33:22Z,,/* Écriture inclusive */ Réponse,135468,,,,,
717938,Braveheidi,15391816,200893605,200893316,0,Services psychiatriques universitaires de Berne,2023-01-29T15:46:56Z,,travaux en cours,13009,,,,,
717938,Braveheidi,15391816,200893316,200893280,0,Services psychiatriques universitaires de Berne,2023-01-29T15:38:39Z,,/* Tollhaus */,12834,,,,,
717938,Braveheidi,15391816,200893280,200892969,0,Services psychiatriques universitaires de Berne,2023-01-29T15:37:48Z,,/* Blatternhaus */,12725,,,,,
717938,Braveheidi,15391816,200892969,200892802,0,Services psychiatriques universitaires de Berne,2023-01-29T15:27:30Z,,"précision relative à la chapelle, qui existe toujours",12489,,,,,
717938,Braveheidi,15391816,200892802,200892751,0,Services psychiatriques universitaires de Berne,2023-01-29T15:21:24Z,,/* Blatternhaus */,12300,,,,,
717938,Braveheidi,15391816,200892751,200891711,0,Services psychiatriques universitaires de Berne,2023-01-29T15:19:50Z,,/* Avant la Waldau */,12203,,,,,
717938,Braveheidi,15391816,200891711,200891662,0,Services psychiatriques universitaires de Berne,2023-01-29T14:51:05Z,,/* Avant la Waldau */,11348,,,,,
717938,Braveheidi,15391816,200891662,200891181,0,Services psychiatriques universitaires de Berne,2023-01-29T14:49:15Z,,/* Avant la Waldau */ ajout source,11288,,,,,
717938,Braveheidi,15391816,200891181,200891118,0,Services psychiatriques universitaires de Berne,2023-01-29T14:33:24Z,,/* Avant la Waldau */,10963,,,,,
717938,Braveheidi,15391816,200891118,200891040,0,Services psychiatriques universitaires de Berne,2023-01-29T14:31:50Z,,/* Avant la Waldau */,10956,,,,,
717938,Braveheidi,15391816,200891040,200890394,0,Services psychiatriques universitaires de Berne,2023-01-29T14:29:26Z,,,10952,,,,,
717938,Braveheidi,15391816,200890394,200889232,0,Services psychiatriques universitaires de Berne,2023-01-29T14:09:59Z,,/* Avant la Waldau */ idem,10708,,,,,
717938,Braveheidi,15391816,200889232,200721274,0,Services psychiatriques universitaires de Berne,2023-01-29T13:42:08Z,,/* Histoire */ réécriture en cours,10362,,,,,
717938,Braveheidi,15392910,200887981,200794962,1,Discussion:Services psychiatriques universitaires de Berne,2023-01-29T13:07:10Z,,/* Renommage et angle différent ?  */ nouvelle section,2338,,,,,
717938,Braveheidi,2005318,200887926,200306943,102,Projet:Psychologie/Café des psys,2023-01-29T13:05:12Z,,/* Demande d'avis pour article Waldau/ Service universitaire psychiatrique de Berne */ nouvelle section,48622,,,,,
717938,Braveheidi,15392910,200794962,200721083,1,Discussion:Services psychiatriques universitaires de Berne,2023-01-26T08:57:36Z,,/* Sources manquantes */ Réponse,2026,,,,,
717938,Braveheidi,6044911,200719481,200711435,3,Discussion utilisatrice:Pierrette13,2023-01-23T18:25:33Z,,/* Bonne année + question  */ nouvelle section,9125,,,,,
717938,Braveheidi,1719398,200719466,199556008,0,Clinique psychiatrique universitaire de Zurich,2023-01-23T18:25:02Z,,/* Histoire */,5377,,,,,
717938,Braveheidi,15392910,200718877,200318830,1,Discussion:Services psychiatriques universitaires de Berne,2023-01-23T18:04:07Z,,/* Sources manquantes */ nouvelle section,863,,,,,
717938,Braveheidi,15404193,200509412,200507763,0,Harry Waldau,2023-01-16T19:41:21Z,,/* Bibliographie */ récupération depuis l'article en langue allemande,4275,,,,,
717938,Braveheidi,15404193,200507763,200507621,0,Harry Waldau,2023-01-16T18:30:26Z,,wikification en cours,3442,,,,,
717938,Braveheidi,15404193,200507621,0,0,Harry Waldau,2023-01-16T18:25:34Z,,Créé en traduisant la page « [[:de:Special:Redirect/revision/220487029|Harry Waldau]] »,3328,,,,,
717938,Braveheidi,13691953,200506211,200506157,0,Waldau,2023-01-16T17:33:50Z,,/* Patronyme */ erreur de frappe,1315,,,,,
717938,Braveheidi,13691953,200506157,200497668,0,Waldau,2023-01-16T17:31:50Z,,ajout du nom d'une personne et de localités,1316,,,,,
717938,Braveheidi,7371437,200499682,199556003,0,Hôpital de Cery,2023-01-16T14:09:18Z,,/* Articles connexes */ euh...non (non neutre),7929,,,,,
717938,Braveheidi,13691953,200497668,200497347,0,Waldau,2023-01-16T13:00:36Z,,/* Patronyme */ ajout de quelques personnes portant ce patronyme,946,,,,,
717938,Braveheidi,13691953,200497347,200497067,0,Waldau,2023-01-16T12:49:48Z,,décidemment c'est pas la grde forme,770,,,,,
717938,Braveheidi,13691953,200497067,200497020,0,Waldau,2023-01-16T12:39:10Z,,,679,,,,,
717938,Braveheidi,13691953,200497020,176427008,0,Waldau,2023-01-16T12:37:26Z,,suppression redirection,0,,,,,
717938,Braveheidi,5528758,200496533,200496522,2,Utilisatrice:Braveheidi,2023-01-16T12:17:47Z,,/* Psychologie/psychiatrie */,8371,,,,,
717938,Braveheidi,5528758,200496522,197190682,2,Utilisatrice:Braveheidi,2023-01-16T12:17:17Z,,,8367,,,,,
717938,Braveheidi,12939500,200375824,200375717,0,Walter Morgenthaler,2023-01-12T10:58:25Z,,/* Publications */ ajout source,22065,,,,,
717938,Braveheidi,12939500,200375717,200303114,0,Walter Morgenthaler,2023-01-12T10:53:36Z,,/* Publications */ ajout de contenu,21704,,,,,
717938,Braveheidi,5483843,200303387,200303374,0,Friedrich Glauser,2023-01-09T19:35:55Z,,"/* France, Belgique, Suisse et Italie */",15660,,,,,
717938,Braveheidi,5483843,200303374,189747285,0,Friedrich Glauser,2023-01-09T19:35:20Z,,"/* France, Belgique, Suisse et Italie */ correction d'un lien erroné",15666,,,,,
717938,Braveheidi,112290,200303260,200123917,0,Robert Walser (écrivain),2023-01-09T19:30:11Z,,/* Fin de vie */ ajout lien,17453,,,,,
717938,Braveheidi,1698979,200303184,195343590,0,Adolf Wölfli,2023-01-09T19:26:48Z,,ajout de lien et précision,14344,,,,,
717938,Braveheidi,12939500,200303114,197194858,0,Walter Morgenthaler,2023-01-09T19:24:08Z,,/* Formation et activités professionnelles */ ajout lien,21118,,,,,
717938,Braveheidi,15391816,200302814,200302751,0,Services psychiatriques universitaires de Berne,2023-01-09T19:14:20Z,,,9151,,,,,
717938,Braveheidi,15391816,200302751,200302525,0,Services psychiatriques universitaires de Berne,2023-01-09T19:12:50Z,,ajout portail,9109,,,,,
717938,Braveheidi,15391816,200302525,200302106,0,Services psychiatriques universitaires de Berne,2023-01-09T19:05:36Z,,,9068,,,,,
717938,Braveheidi,15391816,200302106,200301944,0,Services psychiatriques universitaires de Berne,2023-01-09T18:47:33Z,,/* Bibliographie */ fin mise en conformité bibliographie,8298,,,,,
717938,Braveheidi,15391816,200301944,200301902,0,Services psychiatriques universitaires de Berne,2023-01-09T18:41:03Z,,/* Bibliographie */,8665,,,,,
717938,Braveheidi,15391816,200301902,200301464,0,Services psychiatriques universitaires de Berne,2023-01-09T18:39:39Z,,/* Bibliographie */ travail bibliographie en cours,9180,,,,,
717938,Braveheidi,15391816,200301464,200301380,0,Services psychiatriques universitaires de Berne,2023-01-09T18:22:49Z,,suite mise en page suit,7040,,,,,
717938,Braveheidi,15391816,200301380,200301346,0,Services psychiatriques universitaires de Berne,2023-01-09T18:18:45Z,,,6890,,,,,
717938,Braveheidi,15391816,200301346,0,0,Services psychiatriques universitaires de Berne,2023-01-09T18:17:01Z,,Créé en traduisant la page « [[:de:Special:Redirect/revision/229066410|Universitäre Psychiatrische Dienste Bern]] »,6870,,,,,
717938,Braveheidi,519973,199913457,199913214,0,Pascal Boniface,2022-12-29T12:15:14Z,,/* Les Intellectuels faussaires */ ajout qualificatif et source,37306,,,,,
717938,Braveheidi,519973,199913214,199913133,0,Pascal Boniface,2022-12-29T12:04:08Z,,"/* Conflit israélo-palestinien */ source supprimée ici mais utilisée dans section ""antisémite"" (la source est une recension de cette ouvrage)",37015,,,,,
717938,Braveheidi,519973,199913133,199912560,0,Pascal Boniface,2022-12-29T12:00:36Z,,/* Antisémite */ précisions,37344,,,,,
717938,Braveheidi,519973,199912560,199912203,0,Pascal Boniface,2022-12-29T11:36:12Z,,/* Conflit israélo-palestinien */ correction erreur de ma part + ajout précision,36737,,,,,
717938,Braveheidi,519973,199912203,199888589,0,Pascal Boniface,2022-12-29T11:19:31Z,,/* Conflit israélo-palestinien */ précisions,36616,,,,,
717938,Braveheidi,519973,199885363,199883039,0,Pascal Boniface,2022-12-28T11:54:03Z,,/* Proximité avec le Quatar et la Russie */,35535,,,,,
717938,Braveheidi,446766,199884477,199884237,0,Institut de relations internationales et stratégiques,2022-12-28T11:16:39Z,,/* Mise en cause par l'IRSEM */ ajout info,16722,,,,,
717938,Braveheidi,446766,199884237,199883829,0,Institut de relations internationales et stratégiques,2022-12-28T11:06:21Z,,/* Think tank de référence */ ajout deuxième source,16237,,,,,
717938,Braveheidi,446766,199883829,199883655,0,Institut de relations internationales et stratégiques,2022-12-28T10:47:34Z,,/* Financement */ non neutre,15830,,,,,
717938,Braveheidi,5529280,199883790,186960524,1,Discussion:Institut de relations internationales et stratégiques,2022-12-28T10:45:42Z,,/* Non publication des comptes */ nouvelle section,878,,,,,
717938,Braveheidi,446766,199883655,199775108,0,Institut de relations internationales et stratégiques,2022-12-28T10:40:34Z,,/* Financement */ cf discussion,16251,,,,,
717938,Braveheidi,519973,199883039,198907518,0,Pascal Boniface,2022-12-28T10:21:16Z,,/* Positions */ ajout info sourcée,34319,,,,,
717938,Braveheidi,3465735,199882632,199882517,0,Bastien Vivès,2022-12-28T10:06:23Z,,/* Opposition à son exposition au festival d'Angoulême puis annulation de celle-ci */ ajout source,69439,,,,,
717938,Braveheidi,3465735,199882517,199882289,0,Bastien Vivès,2022-12-28T10:02:12Z,,/* Opposition à son exposition au festival d'Angoulême puis annulation de celle-ci */ précision,69136,,,,,
717938,Braveheidi,3465735,199882289,199881922,0,Bastien Vivès,2022-12-28T09:53:26Z,,/* Polémique du festival d'Angoulême et suites */ ajout lien qui explique la source du propos (une interview en ligne supprimée depuis),69088,,,,,
717938,Braveheidi,3465735,199881922,199878197,0,Bastien Vivès,2022-12-28T09:42:52Z,,/* Petit Paul : retrait de l'album de plusieurs magasins */ ajout scnéario de la BD,68663,,,,,
717938,Braveheidi,2879744,199881547,199881492,0,Murat Kurnaz,2022-12-28T09:27:06Z,,/* Biographie */ ajout source,6336,,,,,
717938,Braveheidi,2879744,199881492,195351574,0,Murat Kurnaz,2022-12-28T09:24:40Z,,ajout info,6196,,,,,
717938,Braveheidi,3550439,199753579,199753404,0,Histoire des Juifs aux Pays-Bas,2022-12-23T12:04:46Z,,/* Immigration d'Europe orientale */ ajout précision,72861,,,,,
717938,Braveheidi,3550439,199753404,199752890,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:56:14Z,,/* Situation  vue par les Juifs */ réorganisation article,72465,,,,,
717938,Braveheidi,3550439,199752890,199752836,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:30:45Z,,"/* Sortie du Jodenbuurt */ en l'absence de sources / le quartier juif était particulièrement pauvre avec beaucoup de locataires, donc ça semble bizarres qu'ils aient été majoritairement propriétaires.",72527,,,,,
717938,Braveheidi,3550439,199752836,199752747,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:28:33Z,,"/* Époque du Jodenbuurt */ on va peut-être éviter de continuer à colporter des rumeurs ? Si souhaitez remettre, source absolument indispensable avec précision de ce qu""oriental"" veut dire ici",72683,,,,,
717938,Braveheidi,3550439,199752747,199752702,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:25:17Z,,/* Domaine éducatif et cas particulier des instituts privés */ ça n'a pas grand sens de ne pas séparer la situation avant et post-shoah,72906,,,,,
717938,Braveheidi,3550439,199752702,199752631,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:22:41Z,,"/* Domaine éducatif et cas particulier des instituts privés */ exit les soit-disant ""matières juives""",72878,,,,,
717938,Braveheidi,3550439,199752631,199745759,0,Histoire des Juifs aux Pays-Bas,2022-12-23T11:19:16Z,,"/* Domaine éducatif et cas particulier des instituts privés */  réécrire , les ""matières juives"", ça n'existe pas.",72890,,,,,
717938,Braveheidi,13113761,199752357,199752192,0,Heïdi Sevestre,2022-12-23T11:07:36Z,,admissibilité à vérifier,10600,,,,,
717938,Braveheidi,13113761,199752192,199752112,0,Heïdi Sevestre,2022-12-23T11:00:55Z,,/* Expéditions */ remettre les autres expéditions avec description des objectifs scientifiques (si existants) et description de ce qui a été réalisé ;,10425,,,,,
717938,Braveheidi,13113761,199752112,199752060,0,Heïdi Sevestre,2022-12-23T10:57:23Z,,"/* Expéditions */ ajout lien et dépubage, Wikipédia n'est pas un service de comm",10987,,,,,
717938,Braveheidi,13113761,199752060,199752017,0,Heïdi Sevestre,2022-12-23T10:55:23Z,,/* Communications scientifiques */ détail,11858,,,,,
717938,Braveheidi,13113761,199752017,199751955,0,Heïdi Sevestre,2022-12-23T10:53:38Z,,"/* Communications scientifiques */ anecdotique et ne peut être qualifié de ""communications scientifiques""",11845,,,,,
717938,Braveheidi,13138521,199751957,167613807,1,Discussion:Heïdi Sevestre,2022-12-23T10:50:42Z,,Braveheidi a déplacé la page [[Discussion:Heidi Sevestre]] vers [[Discussion:Heïdi Sevestre]] : correspond à la graphie de son nom telle que trouvées dans les sources et son site officiel,86,,,,,
717938,Braveheidi,15359909,199751956,0,0,Heidi Sevestre,2022-12-23T10:50:42Z,,Braveheidi a déplacé la page [[Heidi Sevestre]] vers [[Heïdi Sevestre]] : correspond à la graphie de son nom telle que trouvées dans les sources et son site officiel,32,,,,,
717938,Braveheidi,13113761,199751955,199751914,0,Heïdi Sevestre,2022-12-23T10:50:42Z,,Braveheidi a déplacé la page [[Heidi Sevestre]] vers [[Heïdi Sevestre]] : correspond à la graphie de son nom telle que trouvées dans les sources et son site officiel,11942,,,,,
717938,Braveheidi,4057224,199751866,199751848,0,Kevin De Bruyne,2022-12-23T10:46:52Z,,Annulation de la [[Special:Diff/199751848|modification]] de [[Special:Contributions/2A01:E0A:825:F890:8565:726B:631:4EC4|2A01:E0A:825:F890:8565:726B:631:4EC4]] ([[User talk:2A01:E0A:825:F890:8565:726B:631:4EC4|d]]),87818,,,,,
717938,Braveheidi,5528971,198151329,197202803,3,Discussion utilisatrice:Braveheidi,2022-10-27T09:42:52Z,,,164178,,,,,
717938,Braveheidi,15190743,197746435,197745784,4,Wikipédia:Le Bistro/13 octobre 2022,2022-10-13T18:09:08Z,,/* Tribune sur Wikipédia */ Réponse,59045,,,,,
717938,Braveheidi,631763,197672774,197672434,0,Youssef al-Qaradâwî,2022-10-11T18:21:10Z,,/* Télévision */,53908,,,,,
717938,Braveheidi,631763,197672434,197672304,0,Youssef al-Qaradâwî,2022-10-11T18:04:34Z,,/* Confrérie des Frères musulmans */,53585,,,,,
717938,Braveheidi,631763,197672304,197672268,0,Youssef al-Qaradâwî,2022-10-11T17:58:10Z,,/* Prises de position */ virgules entre ref,53094,,,,,
717938,Braveheidi,631763,197672268,197671900,0,Youssef al-Qaradâwî,2022-10-11T17:56:53Z,,/* Europe */ sources multiples,53074,,,,,
717938,Braveheidi,631763,197671900,197671562,0,Youssef al-Qaradâwî,2022-10-11T17:37:44Z,,/* Destruction des bouddhas par les talibans */ précisions,51235,,,,,
717938,Braveheidi,631763,197671562,197671474,0,Youssef al-Qaradâwî,2022-10-11T17:22:15Z,,/* Les caricatures de Mahomet */ Apparemment ce lien est mort ou a été mal configuré,50849,,,,,
717938,Braveheidi,631763,197671474,197671209,0,Youssef al-Qaradâwî,2022-10-11T17:19:57Z,,/* Les caricatures de Mahomet */ précision,50943,,,,,
717938,Braveheidi,631763,197671209,197671099,0,Youssef al-Qaradâwî,2022-10-11T17:09:35Z,,/* Les caricatures de Mahomet */ neutralisation du ton ; Wikipédia n'a pas à adopter un point de vue théologique quelconque,50538,,,,,
717938,Braveheidi,631763,197671099,197632086,0,Youssef al-Qaradâwî,2022-10-11T17:05:26Z,,/* Les caricatures de Mahomet */ en l'absence de sources,50420,,,,,
717938,Braveheidi,15195668,197191626,197191126,103,Discussion Projet:Les sans pagEs/Réponses aux questions posées à l'association LSP,2022-09-23T19:33:36Z,,/* Association aux buts plus larges que le projet + Wikipédia et la presse + financement + conditions d'adhésion à l'association + charge mentale */ Réponse,33585,,,,,
717938,Braveheidi,15080207,197190869,197190624,3,Discussion utilisateur:Walhberg75,2022-09-23T19:00:32Z,,/* Recréation de votre article */ nouvelle section,3802,,,,,
717938,Braveheidi,5528758,197190682,195901299,2,Utilisatrice:Braveheidi,2022-09-23T18:50:06Z,,,8345,,,,,
717938,Braveheidi,15080207,197190582,195277090,3,Discussion utilisateur:Walhberg75,2022-09-23T18:46:19Z,,,3243,,,,,
717938,Braveheidi,15198790,197190552,197190454,2,Utilisateur:Walhberg75,2022-09-23T18:44:53Z,,dépubage,0,,,,,
717938,Braveheidi,12816619,197190519,197188981,3,Discussion utilisateur:Nellys Editions,2022-09-23T18:43:24Z,,/* Avertissement sur les conflits d'intérêts */ Réponse,4491,,,,,
717938,Braveheidi,15198667,197189844,197189040,2,Utilisateur:0bzkurity,2022-09-23T18:17:37Z,,"wikipédia, ce n'est pas de la pub gratuite",995,,,,,
717938,Braveheidi,5528971,197178907,197178644,3,Discussion utilisatrice:Braveheidi,2022-09-23T10:19:26Z,,/* Islam / islam */ Réponse,162297,,,,,
717938,Braveheidi,15171574,197178796,197175675,5,Discussion Wikipédia:Appel à commentaires/Sujets soulevés par la professionnalisation de l'association homonyme du projet LSP,2022-09-23T10:11:05Z,,"/* Pour limiter la ""cyberviolence"" (terme à débattre) lors de futures affaires du même genre */ Réponse",366308,,,,,
717938,Braveheidi,15197164,197178181,197173707,3,Discussion utilisateur:Hatemnafti,2022-09-23T09:42:39Z,,/* Attention : pas d'auto-sourçage */ Réponse,899,,,,,
717938,Braveheidi,15197280,197169239,197168651,0,Bombardement de Kharkiv en mars 2022,2022-09-22T21:41:28Z,,/* Attaque */ ajout info sur contexte,5174,,,,,
717938,Braveheidi,15197280,197168651,197168612,0,Bombardement de Kharkiv en mars 2022,2022-09-22T21:18:37Z,,"/* Enquête */ ajout source, même remarque",4585,,,,,
717938,Braveheidi,15197280,197168612,197168515,0,Bombardement de Kharkiv en mars 2022,2022-09-22T21:17:11Z,,"/* Attaque */ ajout source /C'est cette source qui est utilisée dans la version anglophone de cet article et cet élément d'information et bien présent dans cette source, je viens de le vérifier.",4558,,,,,
717938,Braveheidi,15197280,197168515,197168448,0,Bombardement de Kharkiv en mars 2022,2022-09-22T21:13:25Z,,/* Attaque */,4222,,,,,
717938,Braveheidi,15197273,197168407,197168381,0,Table de réunion de Vladimir Poutine,2022-09-22T21:09:11Z,,ajout portail Russie,6379,,,,,
717938,Braveheidi,15197273,197168381,197168368,0,Table de réunion de Vladimir Poutine,2022-09-22T21:08:08Z,,/* Références */,6360,,,,,
717938,Braveheidi,15197273,197168368,197168296,0,Table de réunion de Vladimir Poutine,2022-09-22T21:07:44Z,,ne pas oublier d'indiquer que l'article provient d'une traduction de l'article en anglais,6359,,,,,
717938,Braveheidi,15196931,197167769,197167714,0,Menstruation en islam,2022-09-22T20:45:23Z,,/* Pratique religieuse durant les menstruations */,3539,,,,,
717938,Braveheidi,15196931,197167570,197167557,0,Menstruation en islam,2022-09-22T20:37:46Z,,/* Pratique religieuse durant les menstruations */,3576,,,,,
717938,Braveheidi,15196931,197167557,197167540,0,Menstruation en islam,2022-09-22T20:36:59Z,,/* Pratique religieuse durant les menstruations */ référence de qualité nécessaire,3568,,,,,
717938,Braveheidi,15196931,197167540,197167448,0,Menstruation en islam,2022-09-22T20:36:17Z,,"/* Pratique religieuse durant les menstruations */ les blogs ne font pas partie des sources acceptables sur Wikipédia, fussent-ils d'une association",3643,,,,,
717938,Braveheidi,15196931,197167448,197167413,0,Menstruation en islam,2022-09-22T20:31:48Z,,"/* Pratique religieuse durant les menstruations */ si suffisamment importante pour figurer dans un hadith, elle est sans doute mentionnée dans de nombreuses exégèses",3904,,,,,
717938,Braveheidi,15196931,197167413,197167358,0,Menstruation en islam,2022-09-22T20:30:17Z,,/* Pratique religieuse durant les menstruations */ non neutre ; à sourcer avec les hadiths ou passages du coran ou toute autre source de qualité étayant ce propos,3900,,,,,
717938,Braveheidi,15196931,197167358,197167322,0,Menstruation en islam,2022-09-22T20:27:56Z,,/* Pratique religieuse et menstruation dans d'autres religions */ non neutre,3977,,,,,
717938,Braveheidi,15196931,197167322,197167263,0,Menstruation en islam,2022-09-22T20:26:45Z,,/* Le statut polémique de l'impureté d'une femme */,4555,,,,,
717938,Braveheidi,15196931,197167263,197166892,0,Menstruation en islam,2022-09-22T20:24:18Z,,/* Le statut polémique de l'impureté d'une femme */ l'antiquité c'est vaste et la source proposée ne suffit de loin pas à sourcer ce point de vue.,4543,,,,,
717938,Braveheidi,15197216,197167078,0,1,Discussion:Menstruation en islam,2022-09-22T20:17:03Z,,/* Des sources en français svp et/ou vérification des sources en arabe */ nouvelle section,920,,,,,
717938,Braveheidi,15196931,197166892,197166856,0,Menstruation en islam,2022-09-22T20:07:45Z,,/* Pratique religieuse durant les menstruations */,5084,,,,,
717938,Braveheidi,15196931,197166856,197166802,0,Menstruation en islam,2022-09-22T20:05:33Z,,/* Pratique religieuse durant les menstruations */ passage non neutre,5070,,,,,
717938,Braveheidi,15196931,197166802,197166761,0,Menstruation en islam,2022-09-22T20:02:27Z,,/* Exemptions pour les femmes menstruées */,5255,,,,,
717938,Braveheidi,15196931,197166761,197166760,0,Menstruation en islam,2022-09-22T20:00:01Z,,pas de source dans le RI à mettre ailleurs.,5243,,,,,
717938,Braveheidi,15196931,197166750,197166722,0,Menstruation en islam,2022-09-22T19:59:10Z,,"le cycle féminin ayant 28 jours en moyenne, ce n'est pas si mais quand elle a ses règles.",5766,,,,,
717938,Braveheidi,15196931,197166677,197166655,0,Menstruation en islam,2022-09-22T19:55:04Z,,"même problème : non concordance entre la source et le propos qu'elle est censée étayer. Ici, il est question d'Iran et - vraisemblablement - d'islam de la branche chiite.",6128,,,,,
